,date,visit,farm,order,cow_id,quarter,path_1,path1_IMI,path_2,path2_IMI,path_3,path3_IMI,path_4,path4_IMI,quarter_code,isolate_1,isolate_2,isolate_3,isolate_4,clinical,blind,teatinj,pstmilking,mixed_inf_series,dup_not_collected,IMI_series,hygiene_1,hygiene_2,cc_1,cc_2,cc_3,scc,contam,contam_comment,uniqueID,,scc_div_100k,ls,ls_no_neg
2758,1.6.2020,first,vonTrapp,33,seraphina,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,3000,,,seraphina_LH_first,,0.03,-2.058893689,0
2760,1.6.2020,first,vonTrapp,34,hosana,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,3000,,,hosana_LH_first,,0.03,-2.058893689,0
2812,2.12.2020,second,vonTrapp,16,tallula,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,3000,,,tallula_RH_second,,0.03,-2.058893689,0
2911,3.10.2020,third,vonTrapp,11,alma,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,3000,,,alma_LF_third,,0.03,-2.058893689,0
2913,3.10.2020,third,vonTrapp,11,alma,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,3000,,,alma_RF_third,,0.03,-2.058893689,0
2930,3.10.2020,third,vonTrapp,16,tallula,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,3000,,,tallula_RH_third,,0.03,-2.058893689,0
2944,3.10.2020,third,vonTrapp,21,ursala,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,3000,,,ursala_LF_third,,0.03,-2.058893689,0
2945,3.10.2020,third,vonTrapp,21,ursala,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,3000,,,ursala_RH_third,,0.03,-2.058893689,0
2949,3.10.2020,third,vonTrapp,22,iris,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,3000,,,iris_RF_third,,0.03,-2.058893689,0
2973,3.10.2020,third,vonTrapp,30,tessa,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,3000,,,tessa_RH_third,,0.03,-2.058893689,0
2988,3.10.2020,third,vonTrapp,35,lucha,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,3000,,,lucha_LH_third,,0.03,-2.058893689,0
3050,12.19.2019,first,Lynd,18,ladyfinger,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,3000,,,ladyfinger_RF_first,,0.03,-2.058893689,0
3092,12.19.2019,first,Lynd,34,zsazsa,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,3000,,,zsazsa_LH_first,,0.03,-2.058893689,0
3313,3.5.2020,third,Lynd,28,lop,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,3000,,,lop_RF_third,,0.03,-2.058893689,0
97,2.4.2020,second,Butterworks,4,mango,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,mango_LH_second,,0.04,-1.64385619,0
99,2.4.2020,second,Butterworks,4,mango,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,mango_RH_second,,0.04,-1.64385619,0
164,2.4.2020,second,Butterworks,21,avocado,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,avocado_LH_second,,0.04,-1.64385619,0
167,2.4.2020,second,Butterworks,22,aurora,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,aurora_LH_second,,0.04,-1.64385619,0
172,2.4.2020,second,Butterworks,23,love,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,love_RF_second,,0.04,-1.64385619,0
229,3.3.2020,third,Butterworks,7,noel,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,noel_LH_third,,0.04,-1.64385619,0
244,3.3.2020,third,Butterworks,11,rhubarb,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,rhubarb_LH_third,,0.04,-1.64385619,0
252,3.3.2020,third,Butterworks,13,nebula,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,nebula_LH_third,,0.04,-1.64385619,0
259,3.3.2020,third,Butterworks,14,joy,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,joy_RF_third,,0.04,-1.64385619,0
324,3.3.2020,third,Butterworks,32,bon,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,bon_LF_third,,0.04,-1.64385619,0
346,12.13.2019,first,Swallowdale,3,picknick,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,picknick_LH_first,,0.04,-1.64385619,0
361,12.13.2019,first,Swallowdale,7,skyler,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,skyler_RH_first,,0.04,-1.64385619,0
396,12.13.2019,first,Swallowdale,20,sadie,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,sadie_RH_first,,0.04,-1.64385619,0
410,12.13.2019,first,Swallowdale,24,flossy,RF,,,,,,,,,6,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,flossy_RF_first,,0.04,-1.64385619,0
473,1.22.2020,second,Swallowdale,9,casbah,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,casbah_LF_second,,0.04,-1.64385619,0
478,1.22.2020,second,Swallowdale,10,flossy,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,flossy_RH_second,,0.04,-1.64385619,0
484,1.22.2020,second,Swallowdale,12,gretchen,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,gretchen_LH_second,,0.04,-1.64385619,0
507,1.22.2020,second,Swallowdale,17,rock7,RF,,,,,,,,,6,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,rock7_RF_second,,0.04,-1.64385619,0
525,1.22.2020,second,Swallowdale,23,pamela,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,pamela_LF_second,,0.04,-1.64385619,0
526,1.22.2020,second,Swallowdale,23,pamela,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,pamela_RH_second,,0.04,-1.64385619,0
528,1.22.2020,second,Swallowdale,24,halo,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,halo_LH_second,,0.04,-1.64385619,0
542,1.22.2020,second,Swallowdale,27,jazz,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,jazz_RH_second,,0.04,-1.64385619,0
552,1.22.2020,second,Swallowdale,30,sonic,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,sonic_RH_second,,0.04,-1.64385619,0
598,2.28.2020,third,Swallowdale,7,picknick,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,picknick_LF_third,,0.04,-1.64385619,0
608,2.28.2020,third,Swallowdale,10,debutant,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,debutant_RF_third,,0.04,-1.64385619,0
632,2.28.2020,third,Swallowdale,17,cambric,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,cambric_LF_third,,0.04,-1.64385619,0
672,2.28.2020,third,Swallowdale,27,halo,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,halo_RH_third,,0.04,-1.64385619,0
678,2.28.2020,third,Swallowdale,29,denver,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,denver_LH_third,,0.04,-1.64385619,0
685,2.28.2020,third,Swallowdale,30,opal,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,opal_RF_third,,0.04,-1.64385619,0
689,2.28.2020,third,Swallowdale,32,sonic,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,sonic_LH_third,,0.04,-1.64385619,0
736,12.12.2019,first,StonyPond,10,teatree,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,teatree_RF_first,,0.04,-1.64385619,0
932,12.11.2019,first,Choiniere,3,69,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,69_LF_first,,0.04,-1.64385619,0
946,12.11.2019,first,Choiniere,7,19,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,19_RH_first,,0.04,-1.64385619,0
991,12.11.2019,first,Choiniere,21,4,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,4_RH_first,,0.04,-1.64385619,0
997,12.11.2019,first,Choiniere,24,74,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,74_RF_first,,0.04,-1.64385619,0
999,12.11.2019,first,Choiniere,25,48,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,48_LF_first,,0.04,-1.64385619,0
1003,12.11.2019,first,Choiniere,26,56,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,56_RF_first,,0.04,-1.64385619,0
1013,12.11.2019,first,Choiniere,30,869,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,69_RF_first,,0.04,-1.64385619,0
1049,1.21.2020,second,Choiniere,8,69,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,69_LF_second,,0.04,-1.64385619,0
1059,1.21.2020,second,Choiniere,11,1016.96,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,1016.96_RF_second,,0.04,-1.64385619,0
1099,1.21.2020,second,Choiniere,28,19,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,19_LF_second,,0.04,-1.64385619,0
1115,1.21.2020,second,Choiniere,34,56,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,56_RH_second,,0.04,-1.64385619,0
1123,2.17.2020,third,Choiniere,1,19,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,19_RF_third,,0.04,-1.64385619,0
1151,2.17.2020,third,Choiniere,11,741,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,741_LH_third,,0.04,-1.64385619,0
1171,2.17.2020,third,Choiniere,17,38,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,38_RF_third,,0.04,-1.64385619,0
1188,2.17.2020,third,Choiniere,24,23,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,23_LH_third,,0.04,-1.64385619,0
1191,2.17.2020,third,Choiniere,25,54,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,54_LH_third,,0.04,-1.64385619,0
1194,2.17.2020,third,Choiniere,25,54,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,54_RF_third,,0.04,-1.64385619,0
1204,2.17.2020,third,Choiniere,31,3,RF,,,,,,,,,5,,,,,,,yes,,,,,NA,NA,NA,NA,NA,4000,,,3_RF_third,,0.04,-1.64385619,0
1243,3.16.2020,fourth,Choiniere,11,19,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,19_RH_fourth,,0.04,-1.64385619,0
1244,3.16.2020,fourth,Choiniere,11,19,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,19_RF_fourth,,0.04,-1.64385619,0
1251,3.16.2020,fourth,Choiniere,13,54,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,54_RF_fourth,,0.04,-1.64385619,0
1271,3.16.2020,fourth,Choiniere,19,52,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,52_RF_fourth,,0.04,-1.64385619,0
1335,1.14.2020,first,Glennview,8,160,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,160_LH_first,,0.04,-1.64385619,0
1349,1.14.2020,first,Glennview,13,80,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,80_LH_first,,0.04,-1.64385619,0
1354,1.14.2020,first,Glennview,14,204,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,204_LF_first,,0.04,-1.64385619,0
1355,1.14.2020,first,Glennview,14,204,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,204_RF_first,,0.04,-1.64385619,0
1389,1.14.2020,first,Glennview,32,194,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,194_LF_first,,0.04,-1.64385619,0
1417,2.19.2020,second,Glennview,7,193,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,193_LH_second,,0.04,-1.64385619,0
1449,2.19.2020,second,Glennview,17,137,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,137_LH_second,,0.04,-1.64385619,0
1451,2.19.2020,second,Glennview,17,137,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,137_RH_second,,0.04,-1.64385619,0
1466,2.19.2020,second,Glennview,21,206,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,206_RH_second,,0.04,-1.64385619,0
1487,2.19.2020,second,Glennview,27,169,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,169_RH_second,,0.04,-1.64385619,0
1501,2.19.2020,second,Glennview,32,199,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,199_LF_second,,0.04,-1.64385619,0
1514,2.19.2020,second,Glennview,36,93,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,93_LH_second,,0.04,-1.64385619,0
1521,3.19.2020,third,Glennview,1,194,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,194_RF_third,,0.04,-1.64385619,0
1527,3.19.2020,third,Glennview,3,172,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,172_LF_third,,0.04,-1.64385619,0
1528,3.19.2020,third,Glennview,3,172,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,172_RH_third,,0.04,-1.64385619,0
1586,3.19.2020,third,Glennview,23,207,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,207_RF_third,,0.04,-1.64385619,0
1604,3.19.2020,third,Glennview,29,206,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,206_RF_third,,0.04,-1.64385619,0
1638,1.3.2020,first,OughtaBe,4,aloha,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,aloha_RH_first,,0.04,-1.64385619,0
1641,1.3.2020,first,OughtaBe,5,teach,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,teach_RH_first,,0.04,-1.64385619,0
1647,1.3.2020,first,OughtaBe,7,rabbit,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,rabbit_LF_first,,0.04,-1.64385619,0
1675,1.3.2020,first,OughtaBe,15,jersey,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,jersey_RF_first,,0.04,-1.64385619,0
1680,1.3.2020,first,OughtaBe,18,butterfly,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,butterfly_LF_first,,0.04,-1.64385619,0
1691,1.3.2020,first,OughtaBe,21,pistol,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,pistol_RH_first,,0.04,-1.64385619,0
1692,1.3.2020,first,OughtaBe,21,pistol,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,pistol_RF_first,,0.04,-1.64385619,0
1696,1.3.2020,first,OughtaBe,22,mschar,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,mschar_RF_first,,0.04,-1.64385619,0
1711,1.3.2020,first,OughtaBe,27,bullet,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,bullet_LH_first,,0.04,-1.64385619,0
1712,1.3.2020,first,OughtaBe,27,bullet,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,bullet_LF_first,,0.04,-1.64385619,0
1758,2.14.2020,second,OughtaBe,4,teach,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,teach_RH_second,,0.04,-1.64385619,0
1759,2.14.2020,second,OughtaBe,4,teach,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,teach_RF_second,,0.04,-1.64385619,0
1836,2.14.2020,second,OughtaBe,28,spot,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,spot_LF_second,,0.04,-1.64385619,0
1851,2.14.2020,second,OughtaBe,32,penny,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,penny_LF_second,,0.04,-1.64385619,0
1922,3.12.2020,third,OughtaBe,15,butterfly,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,butterfly_LF_third,,0.04,-1.64385619,0
1961,3.12.2020,third,OughtaBe,27,bullet,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,bullet_LH_third,,0.04,-1.64385619,0
1979,3.12.2020,third,OughtaBe,32,penny,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,penny_RH_third,,0.04,-1.64385619,0
1996,1.17.2020,first,Paddlebridge,3,champne25,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,champne25_RH_first,,0.04,-1.64385619,0
2005,1.17.2020,first,Paddlebridge,6,fajita12,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,fajita12_LH_first,,0.04,-1.64385619,0
2015,1.17.2020,first,Paddlebridge,10,annabelle27,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,annabelle27_LH_first,,0.04,-1.64385619,0
2022,1.17.2020,first,Paddlebridge,11,stamina391,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,stamina391_RF_first,,0.04,-1.64385619,0
2047,1.17.2020,first,Paddlebridge,20,laura558,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,laura558_LH_first,,0.04,-1.64385619,0
2106,2.21.2020,second,Paddlebridge,2,glorybe29,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,glorybe29_RH_second,,0.04,-1.64385619,0
2108,2.21.2020,second,Paddlebridge,3,fajita12,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,fajita12_LH_second,,0.04,-1.64385619,0
2117,2.21.2020,second,Paddlebridge,5,annabelle27,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,annabelle27_RH_second,,0.04,-1.64385619,0
2122,2.21.2020,second,Paddlebridge,7,loha32,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,loha32_LH_second,,0.04,-1.64385619,0
2129,2.21.2020,second,Paddlebridge,8,champne25,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,champne25_RF_second,,0.04,-1.64385619,0
2138,2.21.2020,second,Paddlebridge,11,stamina391,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,stamina391_LH_second,,0.04,-1.64385619,0
2139,2.21.2020,second,Paddlebridge,11,stamina391,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,stamina391_LF_second,,0.04,-1.64385619,0
2146,2.21.2020,second,Paddlebridge,13,minerva34,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,minerva34_LF_second,,0.04,-1.64385619,0
2152,2.21.2020,second,Paddlebridge,14,gif9,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,gif9_RF_second,,0.04,-1.64385619,0
2165,2.21.2020,second,Paddlebridge,19,sam19,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,sam19_LH_second,,0.04,-1.64385619,0
2191,2.21.2020,second,Paddlebridge,26,guana362,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,guana362_LF_second,,0.04,-1.64385619,0
2192,2.21.2020,second,Paddlebridge,26,guana362,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,guana362_RH_second,,0.04,-1.64385619,0
2212,2.21.2020,second,Paddlebridge,31,simply314,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,simply314_RH_second,,0.04,-1.64385619,0
2231,3.20.2020,third,Paddlebridge,1,germ1140,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,germ1140_RF_third,,0.04,-1.64385619,0
2269,3.20.2020,third,Paddlebridge,12,laura558,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,laura558_LH_third,,0.04,-1.64385619,0
2291,3.20.2020,third,Paddlebridge,18,gif9,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,gif9_LF_third,,0.04,-1.64385619,0
2292,3.20.2020,third,Paddlebridge,18,gif9,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,gif9_RH_third,,0.04,-1.64385619,0
2299,3.20.2020,third,Paddlebridge,20,lalune33,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,lalune33_LF_third,,0.04,-1.64385619,0
2389,12.17.2019,first,BJ,12,693,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,693_RF_first,,0.04,-1.64385619,0
2400,12.17.2019,first,BJ,16,738,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,738_RF_first,,0.04,-1.64385619,0
2463,1.29.2020,second,BJ,4,758,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,758_RF_second,,0.04,-1.64385619,0
2467,1.29.2020,second,BJ,5,754,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,754_RF_second,,0.04,-1.64385619,0
2489,1.29.2020,second,BJ,12,727,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,727_RF_second,,0.04,-1.64385619,0
2492,1.29.2020,second,BJ,13,693,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,693_RH_second,,0.04,-1.64385619,0
2497,1.29.2020,second,BJ,14,741,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,741_RF_second,,0.04,-1.64385619,0
2506,1.29.2020,second,BJ,17,753,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,753_RH_second,,0.04,-1.64385619,0
2508,1.29.2020,second,BJ,18,738,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,738_LH_second,,0.04,-1.64385619,0
2628,2.26.2020,third,BJ,26,761,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,761_RH_third,,0.04,-1.64385619,0
2663,1.6.2020,first,vonTrapp,1,vangie,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,vangie_LF_first,,0.04,-1.64385619,0
2665,1.6.2020,first,vonTrapp,1,vangie,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,vangie_RF_first,,0.04,-1.64385619,0
2674,1.6.2020,first,vonTrapp,5,lena,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,lena_RF_first,,0.04,-1.64385619,0
2685,1.6.2020,first,vonTrapp,8,isabelle,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,isabelle_RH_first,,0.04,-1.64385619,0
2692,1.6.2020,first,vonTrapp,10,leadbelly,RF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,leadbelly_RF_first,,0.04,-1.64385619,0
2707,1.6.2020,first,vonTrapp,15,ursala,LF,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,ursala_LF_first,,0.04,-1.64385619,0
2714,1.6.2020,first,vonTrapp,17,freida,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,freida_RF_first,,0.04,-1.64385619,0
2749,1.6.2020,first,vonTrapp,28,patchouli,RF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,patchouli_RF_first,,0.04,-1.64385619,0
2759,1.6.2020,first,vonTrapp,33,seraphina,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,seraphina_LF_first,,0.04,-1.64385619,0
2762,1.6.2020,first,vonTrapp,35,lucha,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,lucha_LH_first,,0.04,-1.64385619,0
2780,2.12.2020,second,vonTrapp,5,gloria,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,gloria_RH_second,,0.04,-1.64385619,0
2796,2.12.2020,second,vonTrapp,11,isabelle,RH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,isabelle_RH_second,,0.04,-1.64385619,0
2831,2.12.2020,second,vonTrapp,23,alice,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,alice_LH_second,,0.04,-1.64385619,0
2838,2.12.2020,second,vonTrapp,25,lilac,LH,,,,,,,,,5,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,lilac_LH_second,,0.04,-1.64385619,0
2847,2.12.2020,second,vonTrapp,27,patchouli,RH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,patchouli_RH_second,,0.04,-1.64385619,0
2860,2.12.2020,second,vonTrapp,31,imogene,LH,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,imogene_LH_second,,0.04,-1.64385619,0
2882,3.10.2020,third,vonTrapp,1,vera,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,vera_LF_third,,0.04,-1.64385619,0
2902,3.10.2020,third,vonTrapp,8,isabelle,LF,,,,,,,,,3,,,,,,,,,,,,NA,NA,NA,NA,NA,4000,,,isabelle_LF_third,,0.04,-1.64385619,0
